"","code_spygen","code_explo","rep","date","station","site","region","country","project","sample_type","sample_method","time_start","time_end","duration_min","volume","depth","temperature","turbidity","habitat","gps_start","latitude_start","longitude_start","gps_b","lat_gps_b","long_gps_b","gps_c","lat_gps_c","long_gps_c","gps_d","lat_gps_d","long_gps_d","gps_half_turn","latitude_turn","longitude_turn","gps_end","latitude_end","longitude_end","filter","data_manager","gps_owner","comment","longitude_start_clean","latitude_start_clean"
"444","SPY181057","LENG014",1,"26/10/2017","LENG014","pulau_venu","West_Papua","Indonesia","lengguru","point","bag_underwater","15:00",NA,NA,2,"27",NA,NA,"marine",NA,"-04.32135","133.49826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.49826","-04.32135"
"445","SPY181044","LENG014",2,"26/10/2017","LENG014","pulau_venu","West_Papua","Indonesia","lengguru","point","bag_underwater","15:00",NA,NA,2,"27",NA,NA,"marine",NA,"-04.32135","133.49826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.49826","-04.32135"
"446","SPY180183","LENG015",1,"27/10/2017","LENG015","pulau_venu","West_Papua","Indonesia","lengguru","point","bag_underwater","09:15",NA,NA,2,"0",29.3,NA,"marine",NA,"-04.32225","133.49443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.49443","-04.32225"
"447","SPY180184","LENG015",2,"27/10/2017","LENG015","pulau_venu","West_Papua","Indonesia","lengguru","point","bag_underwater","09:15",NA,NA,2,"0",29.3,NA,"marine",NA,"-04.32225","133.49443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.49443","-04.32225"
"448","SPY180984","LENG016",1,"27/10/2017","LENG016","pulau_venu","West_Papua","Indonesia","lengguru","point","bag_underwater","09:30",NA,NA,2,"30",NA,NA,"marine",NA,"-04.33406","133.50023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.50023","-04.33406"
"449","SPY180970","LENG016",2,"27/10/2017","LENG016","pulau_venu","West_Papua","Indonesia","lengguru","point","bag_underwater","09:30",NA,NA,1.6,"30",NA,NA,"marine",NA,"-04.33406","133.50023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.50023","-04.33406"
"450","SPY181050","LENG017",1,"27/10/2017","LENG017","pulau_venu","West_Papua","Indonesia","lengguru","point","bag_underwater","17:00",NA,NA,2,"140",NA,NA,"marine",NA,"-04.33682","133.48660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.48660","-04.33682"
"451","SPY181052","LENG017",2,"27/10/2017","LENG017","pulau_venu","West_Papua","Indonesia","lengguru","point","bag_underwater","17:00",NA,NA,2,"150",NA,NA,"marine",NA,"-04.33682","133.48660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.48660","-04.33682"
"452","SPY181056","LENG018",1,"31/10/2017","LENG018","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","16:30",NA,NA,2,"80",NA,NA,"marine",NA,"-03.90609","134.03523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.03523","-03.90609"
"453","SPY180971","LENG018",2,"31/10/2017","LENG018","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","16:30",NA,NA,2,"80",NA,NA,"marine",NA,"-03.90609","134.03523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.03523","-03.90609"
"454","SPY180991","LENG019",1,"31/10/2017","LENG019","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","17:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.90622","134.03543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.03543","-03.90622"
"455","SPY181040","LENG019",2,"31/10/2017","LENG019","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","17:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.90622","134.03543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.03543","-03.90622"
"456","SPY180185","LENG020",1,"01/11/2017","LENG020","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","09:50",NA,NA,2,"0",NA,NA,"marine",NA,"-03.90981","134.07770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07770","-03.90981"
"457","SPY180186","LENG020",2,"01/11/2017","LENG020","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","09:50",NA,NA,1.9,"0",NA,NA,"marine",NA,"-03.90981","134.07770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07770","-03.90981"
"458","SPY180990","LENG021",1,"01/11/2017","LENG021","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","10:30",NA,NA,2,"80",NA,NA,"marine",NA,"-03.90956","134.07967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07967","-03.90956"
"459","SPY181008","LENG021",2,"01/11/2017","LENG021","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","10:30",NA,NA,2,"80",NA,NA,"marine",NA,"-03.90956","134.07967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07967","-03.90956"
"460","SPY181054","LENG022",1,"01/11/2017","LENG022","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","10:30",NA,NA,2,"25",NA,NA,"marine",NA,"-03.90956","134.07967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07967","-03.90956"
"461","SPY180992","LENG022",2,"01/11/2017","LENG022","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","10:30",NA,NA,2,"25",NA,NA,"marine",NA,"-03.90956","134.07967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07967","-03.90956"
"464","SPY181053","LENG024",1,"03/11/2017","LENG024","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","17:30",NA,NA,2,"70",NA,NA,"marine",NA,"-03.79458","134.12033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.12033","-03.79458"
"465","SPY180988","LENG024",2,"03/11/2017","LENG024","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","17:30",NA,NA,2,"70",NA,NA,"marine",NA,"-03.79458","134.12033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.12033","-03.79458"
"466","SPY181055","LENG025",1,"03/11/2017","LENG025","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","18:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.79458","134.12033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.12033","-03.79458"
"467","SPY180975","LENG025",2,"03/11/2017","LENG025","triton_bay","West_Papua","Indonesia","lengguru","point","bag_underwater","18:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.79458","134.12033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.12033","-03.79458"
"470","SPY180981","LENG027",1,"04/11/2017","LENG027","lobo","West_Papua","Indonesia","lengguru","point","bag_underwater","09:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.77903","134.16254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.16254","-03.77903"
"471","SPY181046","LENG027",2,"04/11/2017","LENG027","lobo","West_Papua","Indonesia","lengguru","point","bag_underwater","09:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.77903","134.16254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.16254","-03.77903"
"472","SPY181041","LENG028",1,"04/11/2017","LENG028","lobo","West_Papua","Indonesia","lengguru","point","bag_underwater","09:00",NA,NA,2,"50",NA,NA,"marine",NA,"-03.83190","134.09264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.09264","-03.83190"
"473","SPY180989","LENG028",2,"04/11/2017","LENG028","lobo","West_Papua","Indonesia","lengguru","point","bag_underwater","09:00",NA,NA,2,"50",NA,NA,"marine",NA,"-03.83190","134.09264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.09264","-03.83190"
"474","SPY180999","LENG029",1,"04/11/2017","LENG029","lobo","West_Papua","Indonesia","lengguru","point","bag_underwater","12:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.83190","134.09264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.09264","-03.83190"
"475","SPY180993","LENG029",2,"04/11/2017","LENG029","lobo","West_Papua","Indonesia","lengguru","point","bag_underwater","12:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.83190","134.09264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.09264","-03.83190"
"476","SPY181033","LENG030",1,"07/11/2017","LENG030","pulau_aiduma","West_Papua","Indonesia","lengguru","point","bag_underwater","09:45",NA,NA,2,"0",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173"
"477","SPY181031","LENG030",2,"07/11/2017","LENG030","pulau_aiduma","West_Papua","Indonesia","lengguru","point","bag_underwater","09:45",NA,NA,2,"0",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173"
"478","SPY181061","LENG031",1,"07/11/2017","LENG031","pulau_aiduma","West_Papua","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"93",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173"
"479","SPY181051","LENG031",2,"07/11/2017","LENG031","pulau_aiduma","West_Papua","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"93",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173"
"480","SPY181064","LENG032",1,"07/11/2017","LENG032","pulau_aiduma","West_Papua","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"25",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173"
"481","SPY180986","LENG032",2,"07/11/2017","LENG032","pulau_aiduma","West_Papua","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"25",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173"
"482","SPY181048","LENG033",1,"08/11/2017","LENG033","tanjung_boi","West_Papua","Indonesia","lengguru","point","bag_underwater","10:45",NA,NA,2,"0",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573"
"483","SPY181006","LENG033",2,"08/11/2017","LENG033","tanjung_boi","West_Papua","Indonesia","lengguru","point","bag_underwater","10:45",NA,NA,2,"0",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573"
"484","SPY180982","LENG034",1,"08/11/2017","LENG034","tanjung_boi","West_Papua","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"80",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573"
"485","SPY181038","LENG034",2,"08/11/2017","LENG034","tanjung_boi","West_Papua","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"80",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573"
"486","SPY180985","LENG035",1,"08/11/2017","LENG035","tanjung_boi","West_Papua","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"33",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573"
"487","SPY181035","LENG035",2,"08/11/2017","LENG035","tanjung_boi","West_Papua","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"33",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573"
"490","SPY181062","LENG037",1,"09/11/2017","LENG037","pulau_aiduma_ext","West_Papua","Indonesia","lengguru","point","bag_underwater","14:50",NA,NA,2,"0",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521"
"491","SPY181063","LENG037",2,"09/11/2017","LENG037","pulau_aiduma_ext","West_Papua","Indonesia","lengguru","point","bag_underwater","14:50",NA,NA,2,"0",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521"
"492","SPY181011","LENG038",1,"09/11/2017","LENG038","pulau_aiduma_ext","West_Papua","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"70",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521"
"493","SPY181058","LENG038",2,"09/11/2017","LENG038","pulau_aiduma_ext","West_Papua","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"70",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521"
"494","SPY181002","LENG039",1,"09/11/2017","LENG039","pulau_aiduma_ext","West_Papua","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"31",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521"
"495","SPY181043","LENG039",2,"09/11/2017","LENG039","pulau_aiduma_ext","West_Papua","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"31",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521"
"504","SPY181003","LENG045",1,"14/11/2017","LENG045","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","11:50",NA,NA,2,"0",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609"
"505","SPY181045","LENG045",1,"14/11/2017","LENG045","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","11:50",NA,NA,2,"0",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609"
"506","SPY180974","LENG046",2,"14/11/2017","LENG046","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"70",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609"
"507","SPY180187","LENG046",1,"14/11/2017","LENG046","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,1.1,"70",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609"
"508","SPY180976","LENG046",3,"15/11/2017","LENG046","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","11:20",NA,NA,2,"70",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"replicate LENG046 done the day after to complete the missing volume","132.80188","-03.93609"
"509","SPY181001","LENG047",1,"14/11/2017","LENG047","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","13:00",NA,NA,2,"30",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609"
"510","SPY181010","LENG047",2,"14/11/2017","LENG047","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","13:00",NA,NA,2,"30",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609"
"511","SPY180995","LENG048",1,"15/11/2017","LENG048","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","11:40",NA,NA,2,"120",NA,NA,"marine",NA,"-03.93424","132.78685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.78685","-03.93424"
"513","SPY181042","LENG048",2,"15/11/2017","LENG048","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","11:40",NA,NA,2,"120",NA,NA,"marine",NA,"-03.93424","132.78685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.78685","-03.93424"
"515","SPY180979","LENG049",1,"16/11/2017","LENG049","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","08:49",NA,NA,2,"270",NA,NA,"marine",NA,"-03.93543","132.76505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.76505","-03.93543"
"516","SPY180996","LENG049",2,"16/11/2017","LENG049","kitikiti","West_Papua","Indonesia","lengguru","point","bag_underwater","08:49",NA,NA,2,"270",NA,NA,"marine",NA,"-03.93543","132.76505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.76505","-03.93543"
"523","SPY181005","LENG053",1,"21/11/2017","LENG053","cap_west","West_Papua","Indonesia","lengguru","point","bag_underwater","13:55",NA,NA,2,"85",NA,NA,"marine",NA,"-02.99063","131.93184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"sampling from the Airaha","131.93184","-02.99063"
"524","SPY180973","LENG053",2,"21/11/2017","LENG053","cap_west","West_Papua","Indonesia","lengguru","point","bag_underwater","13:55",NA,NA,2,"85",NA,NA,"marine",NA,"-02.99063","131.93184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"sampling from the Airaha","131.93184","-02.99063"
"525","SPY181004","LENG054",1,"21/11/2017","LENG054","cap_west","West_Papua","Indonesia","lengguru","point","bag_underwater","14:30",NA,NA,2,"0",NA,NA,"marine",NA,"-03.00112","131.93817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"131.93817","-03.00112"
"526","SPY181030","LENG054",2,"21/11/2017","LENG054","cap_west","West_Papua","Indonesia","lengguru","point","bag_underwater","14:30",NA,NA,2,"0",NA,NA,"marine",NA,"-03.00112","131.93817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"131.93817","-03.00112"
"527","SPY180978","LENG055",1,"22/11/2017","LENG055","pulau_pisang","West_Papua","Indonesia","lengguru","point","bag_underwater","11:14",NA,NA,2,"0",NA,NA,"marine",NA,"-02.65144","131.60634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"divers in the area of sampling","131.60634","-02.65144"
"528","SPY180998","LENG055",2,"22/11/2017","LENG055","pulau_pisang","West_Papua","Indonesia","lengguru","point","bag_underwater","11:14",NA,NA,2,"0",NA,NA,"marine",NA,"-02.65144","131.60634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"divers in the area of sampling","131.60634","-02.65144"
"529","SPY180994","LENG056",1,"22/11/2017","LENG056","pulau_pisang","West_Papua","Indonesia","lengguru","point","bag_underwater","11:30",NA,NA,2,"30",NA,NA,"marine",NA,"-02.67144","131.59814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"131.59814","-02.67144"
"530","SPY181032","LENG056",2,"22/11/2017","LENG056","pulau_pisang","West_Papua","Indonesia","lengguru","point","bag_underwater","11:30",NA,NA,2,"30",NA,NA,"marine",NA,"-02.67144","131.59814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"131.59814","-02.67144"
"531","SPY181029","LENG057",1,"23/11/2017","LENG057","channel_sorong","West_Papua","Indonesia","lengguru","point","bag_underwater","10:45",NA,NA,2,"30",NA,NA,"marine",NA,"-00.95288","130.60258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"sampling from the Airaha","130.60258","-00.95288"
"532","SPY181034","LENG057",2,"23/11/2017","LENG057","channel_sorong","West_Papua","Indonesia","lengguru","point","bag_underwater","10:45",NA,NA,2,"30",NA,NA,"marine",NA,"-00.95288","130.60258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"sampling from the Airaha","130.60258","-00.95288"
"533","SPY180997","LENG058",1,"23/11/2017","LENG058","channel_sorong","West_Papua","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"0",NA,NA,"marine",NA,"-00.95288","130.60258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"sampling from the Airaha","130.60258","-00.95288"
"534","SPY180977","LENG058",2,"23/11/2017","LENG058","channel_sorong","West_Papua","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"0",NA,NA,"marine",NA,"-00.95288","130.60258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"sampling from the Airaha","130.60258","-00.95288"
