code_spygen;code_explo;rep;date;station;site;region;country;project;sample_type;sample_method;time_start;time_end;duration_min;volume;depth;temperature;turbidity;habitat;habitat_type;filter;data_manager;gps_owner;comment;longitude_start_clean;latitude_start_clean;dist_to_coast..m.;dist_to_CT
SPY181002;LENG039;1;09/11/2017;LENG039;pulau_aiduma_ext;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;15:30;NA;NA;2;31;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;134.28719;-4.03521;1036;-309.1
SPY181043;LENG039;2;09/11/2017;LENG039;pulau_aiduma_ext;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;15:30;NA;NA;2;31;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;134.28719;-4.03521;1036;-309.1
SPY181003;LENG045;1;14/11/2017;LENG045;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:50;NA;NA;2;0;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.80188;-3.93609;10;-306.62
SPY181045;LENG045;1;14/11/2017;LENG045;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:50;NA;NA;2;0;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.80188;-3.93609;10;-306.62
SPY180974;LENG046;2;14/11/2017;LENG046;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;12:30;NA;NA;2;70;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.80188;-3.93609;10;-306.62
SPY180187;LENG046;1;14/11/2017;LENG046;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;12:30;NA;NA;1.1;70;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.80188;-3.93609;10;-306.62
SPY180976;LENG046;3;15/11/2017;LENG046;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:20;NA;NA;2;70;NA;NA;marine;NA;0.22;JB Juhel;NA;replicate LENG046 done the day after to complete the missing volume;132.80188;-3.93609;10;-306.62
SPY181001;LENG047;1;14/11/2017;LENG047;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;13:00;NA;NA;2;30;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.80188;-3.93609;10;-306.62
SPY181010;LENG047;2;14/11/2017;LENG047;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;13:00;NA;NA;2;30;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.80188;-3.93609;10;-306.62
SPY180995;LENG048;1;15/11/2017;LENG048;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:40;NA;NA;2;120;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.78685;-3.93424;92;-306.97
SPY181042;LENG048;2;15/11/2017;LENG048;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:40;NA;NA;2;120;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.78685;-3.93424;92;-306.97
SPY180979;LENG049;1;16/11/2017;LENG049;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;08:49;NA;NA;2;270;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.76505;-3.93543;2385;-307.88
SPY180996;LENG049;2;16/11/2017;LENG049;kitikiti;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;08:49;NA;NA;2;270;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;132.76505;-3.93543;2385;-307.88
SPY181005;LENG053;1;21/11/2017;LENG053;cap_west;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;13:55;NA;NA;2;85;NA;NA;marine;NA;0.22;JB Juhel;NA;sampling from the Airaha;131.93184;-2.99063;6653;-269.16
SPY180973;LENG053;2;21/11/2017;LENG053;cap_west;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;13:55;NA;NA;2;85;NA;NA;marine;NA;0.22;JB Juhel;NA;sampling from the Airaha;131.93184;-2.99063;6653;-269.16
SPY181004;LENG054;1;21/11/2017;LENG054;cap_west;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;14:30;NA;NA;2;0;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;131.93817;-3.00112;7197;-269.46
SPY181030;LENG054;2;21/11/2017;LENG054;cap_west;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;14:30;NA;NA;2;0;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;131.93817;-3.00112;7197;-269.46
SPY180978;LENG055;1;22/11/2017;LENG055;pulau_pisang;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:14;NA;NA;2;0;NA;NA;marine;NA;0.22;JB Juhel;NA;divers in the area of sampling;131.60634;-2.65144;486;-274.41
SPY180998;LENG055;2;22/11/2017;LENG055;pulau_pisang;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:14;NA;NA;2;0;NA;NA;marine;NA;0.22;JB Juhel;NA;divers in the area of sampling;131.60634;-2.65144;486;-274.41
SPY180994;LENG056;1;22/11/2017;LENG056;pulau_pisang;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:30;NA;NA;2;30;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;131.59814;-2.67144;435;-276.37
SPY181032;LENG056;2;22/11/2017;LENG056;pulau_pisang;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:30;NA;NA;2;30;NA;NA;marine;NA;0.22;JB Juhel;NA;NA;131.59814;-2.67144;435;-276.37
SPY181029;LENG057;1;23/11/2017;LENG057;channel_sorong;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;10:45;NA;NA;2;30;NA;NA;marine;NA;0.22;JB Juhel;NA;sampling from the Airaha;130.60258;-0.95288;3333;-344.73
SPY181034;LENG057;2;23/11/2017;LENG057;channel_sorong;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;10:45;NA;NA;2;30;NA;NA;marine;NA;0.22;JB Juhel;NA;sampling from the Airaha;130.60258;-0.95288;3333;-344.73
SPY180997;LENG058;1;23/11/2017;LENG058;channel_sorong;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:00;NA;NA;2;0;NA;NA;marine;NA;0.22;JB Juhel;NA;sampling from the Airaha;130.60258;-0.95288;3333;-344.73
SPY180977;LENG058;2;23/11/2017;LENG058;channel_sorong;Central_Indo_Pacific;Indonesia;lengguru;point;bag_underwater;11:00;NA;NA;2;0;NA;NA;marine;NA;0.22;JB Juhel;NA;sampling from the Airaha;130.60258;-0.95288;3333;-344.73
SPY190484;TR0010201;1;08/10/2019;NOUMEA_LAGON_1;NOUMEA;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;08:43;09:11;28;32;20;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.366385;-22.29461798;4033;4231.37
SPY190479;TR0010202;1;08/10/2019;NOUMEA_LAGON_2;NOUMEA;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:18;10:41;23;32;20;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.36528;-22.29926499;4537;4231.51
SPY190459;TR0010203;1;08/10/2019;NOUMEA_LAGON_3;NOUMEA;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:48;12:12;24;32;20;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.356277;-22.28809602;4268;4230.11
SPY191039;TR0010301;1;10/10/2019;NOUMEA_FONDS_BLANCS_1;NOUMEA;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;08:36;09:00;24;32;7;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.221832;-22.28450504;1718;4217.77
SPY191028;TR0010302;1;10/10/2019;NOUMEA_FONDS_BLANCS_2;NOUMEA;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;09:28;09:50;22;32;7;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.21072;-22.28308397;1699;4216.69
SPY191029;TR0010303;1;10/10/2019;NOUMEA_FONDS_BLANCS_3;NOUMEA;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:24;10:46;22;32;7;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.201926;-22.27208901;1712;4215.31
SPY191034;TR0010401;1;09/10/2019;NOUMEA_BARRIERE_EXTERNE_1;NOUMEA;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;08:42;09:06;24;32;10;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.233112;-22.35017097;8572;4222.3
SPY191035;TR0010402;1;09/10/2019;NOUMEA_BARRIERE_EXTERNE_2;NOUMEA;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;09:44;10:06;22;32;10;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.229977;-22.34168102;8183;4221.57
SPY191030;TR0010403;1;09/10/2019;NOUMEA_BARRIERE_EXTERNE_3;NOUMEA;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:54;11:16;22;32;10;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.217878;-22.32065602;6043;4219.35
SPY191026;TR0020201;1;18/10/2019;STVINCENT_LAGON_1;STVINCENT;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:03;11:24;21;32;19;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.984781;-22.022961;3055;4182.39
SPY191027;TR0020202;1;18/10/2019;STVINCENT_LAGON_2;STVINCENT;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:02;12:24;22;32;19;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.994456;-22.020646;2991;4183.14
SPY191020;TR0020203;1;18/10/2019;STVINCENT_LAGON_3;STVINCENT;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:59;13:23;24;32;19;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;166.000649;-22.01984603;2302;4183.66
SPY190431;TR0020301;1;17/10/2019;STVINCENT_FONDS_BLANCS_1;STVINCENT;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;09:36;10:01;25;32;8;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.96515;-22.03110502;3470;4181.04
SPY190418;TR0020302;1;17/10/2019;STVINCENT_FONDS_BLANCS_2;STVINCENT;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:31;10:54;23;32;8;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.96985;-22.03445401;4129;4181.65
SPY190420;TR0020303;1;17/10/2019;STVINCENT_FONDS_BLANCS_3;STVINCENT;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:34;11:59;25;32;8;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.980551;-22.05089402;4903;4183.49
SPY190423;TR0020401;1;22/10/2019;STVINCENT_BARRIERE_EXTERNE_1;STVINCENT;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:25;10:49;24;32;10;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.978274;-22.07648397;5131;4184.66
SPY190439;TR0020402;1;22/10/2019;STVINCENT_BARRIERE_EXTERNE_2;STVINCENT;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:26;11:53;27;32;10;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.973843;-22.06782396;5468;4183.79
SPY190445;TR0020403;1;22/10/2019;STVINCENT_BARRIERE_EXTERNE_3;STVINCENT;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:35;12:55;20;32;10;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.961204;-22.05091104;5089;4181.75
SPY191032;TR0030201;1;24/10/2019;BOURAIL_LAGON_1;BOURAIL;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:32;10:54;22;32;8;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.561206;-21.74434997;2587;4129.16
SPY191042;TR0030202;1;24/10/2019;BOURAIL_LAGON_2;BOURAIL;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:31;11:55;24;32;8;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.554044;-21.74347197;2922;4128.46
SPY191024;TR0030203;1;24/10/2019;BOURAIL_LAGON_3;BOURAIL;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:32;12:58;26;32;8;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.545243;-21.73816597;2133;4127.38
SPY191573;TR0030301;1;28/10/2019;BOURAIL_FONDS_BLANCS_1;BOURAIL;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:09;11:38;29;32;2;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.488727;-21.70477096;944;4120.48
SPY191575;TR0030302;1;28/10/2019;BOURAIL_FONDS_BLANCS_2;BOURAIL;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:14;12:39;25;32;2;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.481624;-21.696566;407;4119.39
SPY191022;TR0030303;1;28/10/2019;BOURAIL_FONDS_BLANCS_3;BOURAIL;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:22;13:47;25;32;2;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.474884;-21.68916897;1412;4118.39
SPY191017;TR0030401;1;29/10/2019;BOURAIL_BARRIERE_EXTERNE_1;BOURAIL;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:08;10:29;21;32;16;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.461305;-21.68929503;2784;4117.16
SPY191018;TR0030402;1;29/10/2019;BOURAIL_BARRIERE_EXTERNE_2;BOURAIL;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:10;11:34;24;32;16;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.455735;-21.67557604;1313;4115.93
SPY191023;TR0030403;1;29/10/2019;BOURAIL_BARRIERE_EXTERNE_3;BOURAIL;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:14;12:34;20;32;16;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;165.446166;-21.662742;832;4114.37
SPY191021;TR0040201;1;21/11/2019;NEPOUI_LAGON_1;NEPOUI;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:16;11:37;21;32;18;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.975569;-21.39155801;2495;4057.17
SPY191041;TR0040202;1;21/11/2019;NEPOUI_LAGON_2;NEPOUI;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:40;13:01;21;32;18;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.982904;-21.386507;1508;4057.57
SPY190434;TR0040203;1;21/11/2019;NEPOUI_LAGON_3;NEPOUI;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:52;14:17;25;32;18;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.98312;-21.37910502;868;4057.19
SPY191019;TR0040301;1;20/11/2019;NEPOUI_FONDS_BLANCS_1;NEPOUI;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:19;11:43;24;32;3;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.951005;-21.39020098;3265;4054.87
SPY190443;TR0040302;1;20/11/2019;NEPOUI_FONDS_BLANCS_2;NEPOUI;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:24;12:44;20;32;3;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.945605;-21.38586997;2743;4054.15
SPY190425;TR0040303;1;20/11/2019;NEPOUI_FONDS_BLANCS_3;NEPOUI;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:24;13:45;21;32;3;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.937613;-21.38726497;3078;4053.5
SPY190433;TR0040401;1;19/11/2019;NEPOUI_BARRIERE_EXTERNE_1;NEPOUI;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:05;12:28;23;32;15;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.918786;-21.39848499;5263;4052.4
SPY190440;TR0040402;1;19/11/2019;NEPOUI_BARRIERE_EXTERNE_2;NEPOUI;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:09;13:30;21;32;15;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.897325;-21.38815798;6047;4049.9
SPY190437;TR0040403;1;19/11/2019;NEPOUI_BARRIERE_EXTERNE_3;NEPOUI;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;14:10;14:32;22;32;15;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.895984;-21.38651504;6057;4049.69
SPY191016;TR0050201;1;02/12/2019;GATOPE_LAGON_1;GATOPE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;15:07;15:24;17;32;20;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.608105;-20.96982297;3684;4001.17
SPY190446;TR0050202;1;02/12/2019;GATOPE_LAGON_2;GATOPE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:45;14:08;23;32;20;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.605733;-20.96426703;3214;4000.66
SPY190442;TR0050203;1;02/12/2019;GATOPE_LAGON_3;GATOPE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;15:36;15:57;21;32;20;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.601102;-20.959544;3075;3999.99
SPY190428;TR0050301;1;04/12/2019;GATOPE_FONDS_BLANCS_1;GATOPE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:53;11:13;20;32;5;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.606232;-20.97107003;3903;4001.07
SPY190417;TR0050302;1;04/12/2019;GATOPE_FONDS_BLANCS_2;GATOPE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:52;12:17;25;32;5;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.595707;-20.95967903;3093;3999.5
SPY190426;TR0050303;1;04/12/2019;GATOPE_FONDS_BLANCS_3;GATOPE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:57;13:18;21;32;5;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.586165;-20.95097702;2273;3998.17
SPY190429;TR0050401;1;03/12/2019;GATOPE_BARRIERE_EXTERNE_1;GATOPE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;09:53;10:12;19;32;16;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.590195;-21.00414301;6333;4001.38
SPY190419;TR0050402;1;03/12/2019;GATOPE_BARRIERE_EXTERNE_2;GATOPE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:57;11:18;21;32;16;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.581627;-21.00147497;7063;4000.46
SPY190432;TR0050403;1;03/12/2019;GATOPE_BARRIERE_EXTERNE_3;GATOPE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:53;12:18;25;32;16;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.575358;-20.99376303;7448;3999.48
SPY191093;TR0060201;1;11/12/2019;GOLONE_LAGON_1;GOLONE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:49;11:10;21;32;19;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.02002;-20.39139303;2907;3916.61
SPY191076;TR0060202;1;11/12/2019;GOLONE_LAGON_2;GOLONE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:54;12:22;28;32;19;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.029432;-20.38958204;2792;3917.38
SPY190438;TR0060203;1;11/12/2019;GOLONE_LAGON_3;GOLONE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:57;13:19;22;32;19;NA;NA;marine;LAGON;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;164.027466;-20.37757698;3148;3916.56
SPY191087;TR0060301;1;11/12/2019;GOLONE_FONDS_BLANCS_1;GOLONE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;14:16;14:38;22;32;5;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;163.940367;-20.37520699;1889;3908.46
SPY191077;TR0060302;1;11/12/2019;GOLONE_FONDS_BLANCS_2;GOLONE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;15:16;15:38;22;32;5;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;163.935579;-20.36849703;2845;3907.67
SPY190430;TR0060303;1;11/12/2019;GOLONE_FONDS_BLANCS_3;GOLONE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;16:19;16:43;24;32;5;NA;NA;marine;FONDS_BLANCS;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;163.932218;-20.36162001;3725;3906.99
SPY191078;TR0060401;1;10/12/2019;GOLONE_BARRIERE_EXTERNE_1;GOLONE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:18;10:35;17;32;13;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;163.934214;-20.38080602;2053;3908.2
SPY191079;TR0060402;1;10/12/2019;GOLONE_BARRIERE_EXTERNE_2;GOLONE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:15;11:35;20;32;13;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;163.929701;-20.37345199;2916;3907.39
SPY190424;TR0060403;1;10/12/2019;GOLONE_BARRIERE_EXTERNE_3;GOLONE;South_West_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:16;12:35;19;32;13;NA;NA;marine;RECIF_BARRIERE;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect;163.924875;-20.364925;3969;3906.5
